country,GDP,population,regime,women_government,women_population,law_group,law_subgroup,value,total,weighted
Cape Verde,,587936.0,2.0,,49.79801559,general,apparel,37,2512,147.29299363057325
Cayman Islands,72481.01386,68157.0,,,,general,apparel,56,4967,112.74411113348098
Central African Republic,989.2187437,5457165.0,1.0,12.85714286,50.43149185,general,apparel,33,5737,57.521352623322294
Chad,1591.669953,17179744.0,0.0,32.25806452,50.07767868,general,apparel,149,7817,190.61020851989255
Chile,25089.0313,19493184.0,3.0,35.48387097,50.69279099,general,apparel,446,34847,127.98806210003731
China,17189.28179,1425893504.0,0.0,24.94117647,48.70873642,general,apparel,3226,200869,160.6021835126376
Christmas Island,,,,,,general,apparel,38,7726,49.18457157649495
Cocos (Keeling) Islands,,,,,,general,apparel,20,3337,59.93407252022775
Colombia,14868.46982,51516560.0,2.0,18.82352941,50.89789963,general,apparel,194,34751,55.825731633622055
Comoros,3147.856597,821632.0,1.0,16.66666667,49.556633,general,apparel,18,1295,138.996138996139
Congo,,5835814.0,1.0,,50.04291153,general,apparel,111,23717,46.80187207488299
"Congo, The Democratic Republic of the",,,,,,general,apparel,6,5089,11.790135586559245
Cook Islands,,17028.0,,,,general,apparel,355,19020,186.64563617245003
Costa Rica,22243.80196,5153959.0,3.0,45.61403509,50.03888702,general,apparel,127,19989,63.53494421932063
Côte d'Ivoire,,,,,,general,apparel,0,0,
Croatia,28780.31674,4060139.0,2.0,31.12582781,51.78653336,general,apparel,61,12353,49.38071723467984
Cuba,,11256373.0,0.0,53.41296928,50.35173798,general,apparel,496,24056,206.18556701030928
Curaçao,,,,,,general,apparel,0,0,
Cyprus,39593.42578,1244193.0,3.0,14.28571429,50.01379013,general,apparel,143,12177,117.43450767841011
Czech Republic,41608.02535,,,25.0,,general,apparel,101,11701,86.31740876848133
Denmark,60229.91477,5854246.0,3.0,39.66480447,50.28901672,general,apparel,770,38200,201.57068062827227
Djibouti,5532.682123,1105562.0,1.0,26.15384615,47.47045135,general,apparel,29,2275,127.47252747252747
Dominica,10818.02494,72435.0,,34.375,,general,apparel,85,3547,239.6391316605582
Dominican Republic,17934.19325,11117873.0,2.0,27.89473684,50.05296707,general,apparel,137,13670,100.2194586686174
Ecuador,10890.45664,17797736.0,2.0,39.41605839,49.98698044,general,apparel,159,22412,70.94413706942709
Egypt,,109262184.0,1.0,,49.47655869,general,apparel,274,18595,147.35143855875233
El Salvador,8419.799438,6314165.0,1.0,27.38095238,53.18640137,general,apparel,96,14882,64.50745867490929
Equatorial Guinea,18157.51367,1634473.0,1.0,23.0,44.37716675,general,apparel,32,1758,182.02502844141068
Eritrea,,3620324.0,0.0,,,general,apparel,27,3283,82.24185196466647
Estonia,37645.22136,1328704.0,3.0,25.74257426,52.62438583,general,apparel,94,10097,93.09695949291869
Ethiopia,2422.681026,120283024.0,1.0,42.58823529,49.96951675,general,apparel,54,7880,68.52791878172589
Falkland Islands (Malvinas),,,,,,general,apparel,3,123,243.90243902439025
Faroe Islands,,,,,,general,apparel,14,1405,99.644128113879
Fiji,12158.24331,924615.0,1.0,21.56862745,49.35344696,general,apparel,700,68932,101.54935298555098
Finland,50937.16075,5535982.0,3.0,46.0,50.6849823,general,apparel,414,25862,160.08042688113832
France,46991.18203,64531448.0,3.0,39.51473137,51.60487747,general,apparel,2579,201911,127.72954420512008
French Guiana,,297462.0,,,,general,apparel,14,337,415.4302670623145
French Polynesia,,304038.0,,,49.35600662,general,apparel,100,1397,715.8196134574088
French Southern Territories,,,,,,general,apparel,3,12,2500.0
Gabon,15105.13431,2341185.0,1.0,16.1971831,49.10186768,general,apparel,43,2957,145.41765302671627
Gambia,,2639922.0,1.0,,50.4051857,general,apparel,72,4220,170.61611374407582
Georgia,14731.20059,3757984.0,2.0,19.33333333,52.34034729,general,apparel,338,39165,86.30154474658495
Germany,54844.54597,83408552.0,3.0,34.91847826,50.56820297,general,apparel,1334,99391,134.21738386775462
Ghana,5749.655385,32833036.0,2.0,14.54545455,49.31282043,general,apparel,81,8254,98.13423794523867
Gibraltar,,32698.0,,,,general,apparel,204,7770,262.5482625482626
Greece,27948.64973,10445368.0,3.0,21.66666667,50.91817474,general,apparel,448,31946,140.23664934577099
Greenland,,56266.0,,,,general,apparel,129,5768,223.6477115117892
Grenada,15273.54036,124624.0,,46.66666667,49.6387291,general,apparel,113,4690,240.93816631130065
Guadeloupe,,396057.0,,,,general,apparel,25,710,352.11267605633805
Guam,,170546.0,,,49.55653,general,apparel,139,7092,195.99548787366047
Guatemala,8852.947743,17608484.0,2.0,19.375,50.72938919,general,apparel,205,17897,114.54433703972732
Guernsey,,63092.0,,,,general,apparel,190,7663,247.94466918961243
Guinea,2754.418384,13531909.0,0.0,,51.62312698,general,apparel,1093,78619,139.02491764077385
Guinea-Bissau,1948.643401,2060730.0,2.0,13.7254902,51.08251953,general,apparel,25,2135,117.096018735363
Guyana,19702.97442,804571.0,2.0,35.71428571,49.71146393,general,apparel,66,3948,167.17325227963525
Haiti,3094.941621,11447575.0,1.0,,50.65618134,general,apparel,171,8867,192.84989286117062
Heard Island and McDonald Islands,,,,,,general,apparel,9,786,114.50381679389314
Holy See (Vatican City State),,,,,,general,apparel,2,11,1818.1818181818182
Honduras,5419.792164,10278346.0,1.0,27.34375,50.03456879,general,apparel,194,13395,144.83016050765212
Hong Kong,,7494580.0,0.0,,54.11936188,general,apparel,1578,907741,17.3838132242567
Hungary,33274.34766,9709784.0,1.0,13.06532663,52.40039825,general,apparel,356,21700,164.0552995391705
Iceland,53616.68471,370338.0,3.0,47.61904762,49.77142715,general,apparel,155,11545,134.2572542226072
India,6525.428052,1407563904.0,1.0,14.44444444,48.03632736,general,apparel,2692,283731,94.87859980051527
Indonesia,12072.43996,273753184.0,2.0,21.04347826,49.65046692,general,apparel,350,56377,62.082054738634554
"Iran, Islamic Republic of",,,,,,general,apparel,3,532,56.39097744360902
Iraq,9954.345263,43533592.0,1.0,28.87537994,49.38709259,general,apparel,94,17973,52.30067323207033
Ireland,93350.08753,4986525.0,3.0,22.5,50.35540009,general,apparel,3264,290217,112.46756737200094
Isle of Man,,84286.0,,,,general,apparel,234,12764,183.32811031024755
Israel,39489.28078,8900057.0,3.0,28.33333333,50.22706223,general,apparel,481,31853,151.0061846607855
Italy,41987.81596,59240336.0,3.0,35.71428571,51.31188202,general,apparel,931,63683,146.1928615172024
Jamaica,9240.821869,2827701.0,2.0,28.57142857,50.36943436,general,apparel,360,16721,215.29812810238622
Japan,42100.25769,124612528.0,3.0,9.677419355,51.17427826,general,apparel,1240,55591,223.05768919429406
Jersey,,109634.0,,,,general,apparel,1577,75969,207.58467269544158
Jordan,10354.16403,11148288.0,0.0,11.53846154,49.36873245,general,apparel,1114,70492,158.03211711967316
Kazakhstan,26750.44623,19196468.0,1.0,27.10280374,51.46678925,general,apparel,19,4468,42.52461951656222
Kenya,4587.18632,53005616.0,1.0,21.61383285,50.31080246,general,apparel,122,13666,89.2726474462169
Kiribati,2171.867943,128883.0,,6.666666667,50.81961823,general,apparel,47,6163,76.26156092811942
"Korea, Democratic People's Republic of",,,,,,general,apparel,0,0,
"Korea, Republic of",,,,,,general,apparel,10,1457,68.63417982155113
Kuwait,47303.12985,4250111.0,1.0,1.538461538,38.77982712,general,apparel,71,16034,44.280903080952974
Kyrgyzstan,,6527742.0,1.0,,50.53379059,general,apparel,14,2325,60.215053763440864
Lao People's Democratic Republic,,,,,,general,apparel,0,0,
Latvia,31424.90221,1873926.0,3.0,29.0,53.91077042,general,apparel,97,11655,83.22608322608322
Lebanon,11376.79398,5592626.0,1.0,4.6875,49.66265869,general,apparel,97,16015,60.568217296284736
Lesotho,2569.337741,2281464.0,2.0,23.33333333,50.66173172,general,apparel,48,3414,140.597539543058
Liberia,1468.245239,5193422.0,2.0,10.95890411,49.72911453,general,apparel,135,13888,97.20622119815668
Libya,17286.36814,6735280.0,0.0,15.95744681,49.51837921,general,apparel,45,7268,61.915244909190974
Liechtenstein,,39058.0,,28.0,,general,apparel,79,6648,118.83273164861612
Lithuania,38880.54527,2786652.0,2.0,27.65957447,53.71593094,general,apparel,110,12924,85.11296812132467
Luxembourg,117846.1365,639330.0,3.0,35.0,49.42505646,general,apparel,249,34805,71.54144519465594
Macao,,686616.0,,,51.93595886,general,apparel,127,4350,291.95402298850576
"Macedonia, Republic of",,,,,,general,apparel,0,43,0.0
Madagascar,1543.952938,28915652.0,1.0,17.8807947,50.11155319,general,apparel,72,4016,179.28286852589642
Malawi,1591.475591,19889742.0,2.0,22.91666667,50.68447876,general,apparel,46,4010,114.71321695760598
Malaysia,27921.41095,33573872.0,1.0,14.86486486,48.61640549,general,apparel,500,38695,129.21566093810569
Maldives,13442.38615,521469.0,2.0,4.597701149,36.55849075,general,apparel,30,1903,157.64582238570677
Mali,2347.796674,21904990.0,0.0,27.27272727,49.90243912,general,apparel,272,11544,235.6202356202356
Malta,43243.17265,526751.0,2.0,13.43283582,49.85267258,general,apparel,316,16637,189.93808979984374
Marshall Islands,4147.097245,42074.0,,6.060606061,,general,apparel,63,4127,152.65325902592681
Martinique,,368799.0,,,,general,apparel,55,1336,411.67664670658684
Mauritania,5389.646488,4614981.0,1.0,20.26143791,49.78168106,general,apparel,34,3110,109.32475884244373
Mauritius,20528.83365,1298922.0,2.0,20.0,50.66077423,general,apparel,331,12857,257.44730497005526
Mayotte,,316022.0,,,,general,apparel,17,472,360.1694915254237
Mexico,18670.8104,126705136.0,2.0,50.0,51.08187485,general,apparel,595,60300,98.67330016583747
"Micronesia, Federated States of",,,,,,general,apparel,5,301,166.11295681063123
"Moldova, Republic of",,,,,,general,apparel,4,420,95.23809523809524
Monaco,,36713.0,,33.33333333,,general,apparel,134,12765,104.97453975714846
Mongolia,12365.93848,3347782.0,2.0,17.10526316,50.73535156,general,apparel,75,4456,168.3123877917415
Montenegro,19989.65367,627856.0,1.0,24.69135802,50.55217361,general,apparel,43,6377,67.42982593696095
Montserrat,,4438.0,,,,general,apparel,73,2549,286.3868183601412
Morocco,7368.891602,37076588.0,0.0,22.78481013,50.37493896,general,apparel,304,12358,245.9944974915035
Mozambique,1297.298716,32077074.0,1.0,42.4,51.40610123,general,apparel,47,5783,81.27269583261283
Myanmar,5123.407709,53798088.0,0.0,15.29411765,51.80979919,general,apparel,49,4015,122.04234122042341
Namibia,9358.537168,2530150.0,2.0,44.23076923,51.52602386,general,apparel,40,5316,75.24454477050413
Nauru,14337.26541,12533.0,,10.52631579,,general,apparel,88,17245,51.029283850391415
Nepal,3996.66547,30034988.0,2.0,32.72727273,54.18703842,general,apparel,65,10757,60.42576926652413
Netherlands,59266.90858,17501696.0,3.0,39.33333333,50.17678452,general,apparel,716,65591,109.16131786373131
New Caledonia,,287809.0,,,49.73641968,general,apparel,203,3559,570.3849395897724
New Zealand,44657.77372,5129730.0,3.0,49.16666667,50.84926605,general,apparel,7446,1481525,50.25902364118054
Nicaragua,5573.868729,6850546.0,1.0,50.54945055,50.71594238,general,apparel,128,17468,73.2768490954889
Niger,1288.153512,25252722.0,2.0,25.90361446,49.72385025,general,apparel,78,4368,178.57142857142856
Nigeria,5185.988584,213401328.0,1.0,3.611111111,49.32092285,general,apparel,127,17762,71.50095709942573
Niue,,1957.0,,,,general,apparel,248,9884,250.91056252529341
Norfolk Island,,,,,,general,apparel,124,11200,110.71428571428571
Northern Mariana Islands,,49503.0,,,,general,apparel,17,1438,118.21974965229485
Norway,62644.84574,5403021.0,3.0,44.9704142,49.45838928,general,apparel,641,29063,220.5553452843822
Oman,31117.75771,4520474.0,0.0,2.325581395,34.0027504,general,apparel,225,10461,215.0845999426441
Pakistan,5426.019788,231402112.0,1.0,20.1754386,48.53963089,general,apparel,388,35719,108.62566141269353
Palau,16318.67895,18050.0,,6.25,,general,apparel,47,3193,147.19699342311304
"Palestinian Territory, Occupied",,,,,,general,apparel,2,346,57.80346820809248
Panama,26780.3006,4351264.0,2.0,22.53521127,49.94215393,general,apparel,454,24552,184.91365265558812
Papua New Guinea,4285.765475,9949438.0,1.0,0.0,48.94313049,general,apparel,305,47317,64.4588625652514
Paraguay,13034.71654,6703802.0,2.0,16.25,49.18549347,general,apparel,97,16637,58.30378072969886
Peru,11908.0607,33715464.0,2.0,40.0,50.32548141,general,apparel,294,32531,90.37533429651717
Philippines,8394.242258,113880336.0,1.0,27.96052632,49.78255081,general,apparel,753,117745,63.95176015966708
Pitcairn,,,,,,general,apparel,107,3733,286.63273506563087
Poland,34286.98508,38307724.0,2.0,28.32244009,51.54682159,general,apparel,428,33811,126.58602230043478
Portugal,34177.08571,10290109.0,2.0,40.0,52.6902771,general,apparel,510,33436,152.53020696255533
Puerto Rico,34333.74725,3256030.0,,,52.61818314,general,apparel,121,10602,114.1294095453688
Qatar,89961.43323,2688239.0,0.0,4.444444444,24.84936142,general,apparel,37,4342,85.2141870105942
Réunion,,,,,,general,apparel,0,0,
Romania,32202.20866,19328558.0,2.0,18.54103343,51.37713623,general,apparel,154,31827,48.38659000219939
Russian Federation,29916.01367,,,16.22222222,,general,apparel,36,12371,29.100315253415246
Rwanda,2213.568598,13461891.0,1.0,61.25,50.83903503,general,apparel,52,9975,52.130325814536334
Saint Barthélemy,,,,,,general,apparel,0,0,
"Saint Helena, Ascension and Tristan da Cunha",,,,,,general,apparel,6,26,2307.6923076923076
Saint Kitts and Nevis,,47631.0,,,,general,apparel,11,828,132.8502415458937
Saint Lucia,,179663.0,,,50.75832367,general,apparel,28,1895,147.75725593667545
Saint Martin (French part),,31964.0,,,,general,apparel,0,2,0.0
Saint Pierre and Miquelon,,5905.0,,,,general,apparel,18,303,594.059405940594
Saint Vincent and the Grenadines,,104340.0,,,49.32896042,general,apparel,18,1585,113.56466876971609
Samoa,6764.559991,218781.0,,7.843137255,48.23698425,general,apparel,440,34280,128.35472578763125
San Marino,59571.9068,33772.0,,33.33333333,,general,apparel,73,2992,243.98395721925135
Sao Tome and Principe,4273.49342,223118.0,2.0,23.63636364,49.95688248,general,apparel,20,1209,165.42597187758477
Saudi Arabia,46778.29837,35950396.0,0.0,19.86754967,42.17445755,general,apparel,87,10484,82.98359404807324
Senegal,3503.595017,16876726.0,2.0,43.03030303,51.20151138,general,apparel,59,5218,113.07014181678805
Serbia,19093.95531,7296771.0,1.0,39.2,51.01900101,general,apparel,38,8729,43.533050750372325
Seychelles,28338.97714,106486.0,3.0,22.85714286,48.70957947,general,apparel,50,3422,146.11338398597312
Sierra Leone,1726.964157,8420642.0,2.0,12.32876712,50.09093094,general,apparel,93,7661,121.39407388069442
Singapore,99681.29415,5941063.0,1.0,29.80769231,47.6567955,general,apparel,891,57411,155.19673930083084
Sint Maarten (Dutch part),,44061.0,,,,general,apparel,0,2,0.0
Slovakia,,5447621.0,2.0,,51.30672455,general,apparel,82,8263,99.23756504901368
Slovenia,39725.25919,2119408.0,2.0,26.66666667,50.20375824,general,apparel,76,9568,79.4314381270903
Solomon Islands,2618.323702,707855.0,2.0,8.0,49.1522522,general,apparel,142,20245,70.14077550012348
Somalia,1245.642283,17065588.0,0.0,24.36363636,50.14171219,general,apparel,34,7525,45.182724252491695
South Africa,13359.48433,59392256.0,2.0,46.58227848,50.73907089,general,apparel,1117,155946,71.62735818809075
South Georgia and the South Sandwich Islands,,,,,,general,apparel,12,554,216.60649819494583
Spain,37756.351,47486932.0,3.0,43.42857143,50.85350418,general,apparel,989,63795,155.02782349713928
Sri Lanka,13226.73006,21773438.0,2.0,5.381165919,52.05141068,general,apparel,240,60915,39.39916276779119
Sudan,4142.11084,45657204.0,0.0,,50.03954315,general,apparel,135,11401,118.41066573107624
Suriname,16733.38268,612989.0,2.0,29.41176471,49.74345016,general,apparel,36,2042,176.2977473065622
South Sudan,,10748278.0,0.0,32.36363636,49.94506454,general,apparel,2,1583,12.634238787113075
Svalbard and Jan Mayen,,,,,,general,apparel,2,170,117.6470588235294
Swaziland,,,,,,general,apparel,50,3711,134.73457289140393
Sweden,55064.88501,10467095.0,3.0,46.99140401,49.90779495,general,apparel,716,38401,186.45347777401628
Switzerland,71745.2994,8691409.0,3.0,42.5,50.38893509,general,apparel,729,44466,163.94548643907703
Syrian Arab Republic,,,,11.2,,general,apparel,16,2115,75.65011820330969
"Taiwan, Province of China",,,,,,general,apparel,5,82,609.7560975609756
Tajikistan,3854.190435,9750078.0,1.0,23.80952381,49.61293411,general,apparel,14,2342,59.77796754910332
"Tanzania, United Republic of",,,,,,general,apparel,5,137,364.963503649635
Thailand,18197.94241,71601104.0,0.0,15.74642127,51.33800888,general,apparel,347,26773,129.6081873529302
Timor-Leste,4140.95507,,,38.46153846,,general,apparel,7,1618,43.26328800988875
Togo,2223.316956,8644829.0,1.0,18.68131868,50.24115372,general,apparel,46,4455,103.25476992143659
Tokelau,,1869.0,,,,general,apparel,90,4768,188.75838926174498
Tonga,6693.785641,106034.0,,0.0,49.94749069,general,apparel,375,17665,212.28417775261815
Trinidad and Tobago,26125.15329,1525671.0,2.0,26.19047619,50.62869263,general,apparel,85,8486,100.16497761018147
Tunisia,10878.82319,12262949.0,,26.26728111,50.41085052,general,apparel,68,6823,99.66290488055108
Turkey,,84775408.0,1.0,,50.63245773,general,apparel,896,45782,195.7101044078459
Turkmenistan,,6341850.0,1.0,25.0,50.76740265,general,apparel,13,1655,78.5498489425982
Turks and Caicos Islands,22283.97785,45141.0,,,,general,apparel,20,1749,114.35105774728416
Tuvalu,4791.679265,11229.0,,6.25,,general,apparel,61,3352,181.98090692124106
Uganda,2294.147984,45853780.0,1.0,33.81294964,50.70814133,general,apparel,79,8790,89.87485779294653
Ukraine,13087.30957,43531424.0,2.0,20.80378251,53.66703415,general,apparel,51,16179,31.52234377897274
United Arab Emirates,66766.05393,9365149.0,0.0,50.0,30.87894249,general,apparel,53,5595,94.72743521000893
United Kingdom,46526.91187,67281040.0,3.0,34.25925926,50.59008789,general,apparel,3438,856607,40.13509112113256
United States,63027.67953,336997632.0,3.0,27.64976959,50.51821518,general,apparel,4693,884942,53.03172411299272
United States Minor Outlying Islands,,,,,,general,apparel,4,11,3636.3636363636365
Uruguay,22728.21533,3426265.0,3.0,24.24242424,51.68486023,general,apparel,284,31184,91.07234479220112
Uzbekistan,7746.430969,34081452.0,1.0,32.65306122,50.11258698,general,apparel,27,2968,90.97035040431267
Vanuatu,3036.116767,319146.0,2.0,0.0,49.31141281,general,apparel,96,18899,50.79633843060479
"Venezuela, Bolivarian Republic of",,,,,,general,apparel,0,156,0.0
Viet Nam,,,,,,general,apparel,40,3072,130.20833333333334
"Virgin Islands, British",,,,,,general,apparel,4,82,487.8048780487805
"Virgin Islands, U.S.",,,,,,general,apparel,0,2,0.0
Wallis and Futuna,,11654.0,,,,general,apparel,17,437,389.01601830663617
Yemen,,32981644.0,0.0,,49.62448502,general,apparel,96,4720,203.38983050847457
Zambia,3457.328102,19473132.0,1.0,15.06024096,50.48396683,general,apparel,67,6189,108.25658426240103
Zimbabwe,2251.455674,15993525.0,1.0,31.85185185,52.28389359,general,apparel,52,7642,68.04501439413765
Afghanistan,2078.479082,40099460.0,0.0,27.01612903,48.68452072,general,costume,41,13725,29.872495446265937
Aland Islands,,,,,,general,costume,3,153,196.078431372549
Albania,13632.18654,2854710.0,1.0,35.71428571,49.10299683,general,costume,39,8406,46.39543183440399
Algeria,11323.31222,44177964.0,1.0,8.108108108,49.47940445,general,costume,30,7237,41.45364101146884
American Samoa,,45056.0,,,,general,costume,7,2971,23.561090541905084
Andorra,,79057.0,,46.42857143,,general,costume,3,1983,15.128593040847202
Angola,6478.332182,34503776.0,1.0,29.54545455,50.52413559,general,costume,18,5663,31.785272823591733
Anguilla,,15779.0,,,,general,costume,14,2806,49.89308624376336
Antarctica,,,,,,general,costume,22,3852,57.11318795430945
Antigua and Barbuda,18240.38041,93229.0,,11.11111111,51.73086166,general,costume,6,2564,23.400936037441497
Argentina,20769.03238,45276788.0,2.0,44.74708171,51.21414566,general,costume,72,62729,11.47794481021537
Armenia,13311.02814,2790971.0,2.0,33.64485981,52.96533966,general,costume,32,5124,62.4512099921936
Aruba,31182.83388,106543.0,,,52.56729507,general,costume,5,1667,29.99400119976005
Australia,53316.88543,25921094.0,3.0,31.12582781,50.20123672,general,costume,3015,1430531,21.07608992744652
Austria,55685.97029,8922086.0,2.0,40.43715847,50.70515442,general,costume,206,41634,49.47879137243599
Azerbaijan,14478.52445,10312992.0,1.0,18.18181818,50.04855728,general,costume,26,5253,49.495526365886164
Bahamas,,407920.0,,,51.40649033,general,costume,38,6916,54.94505494505495
Bahrain,43821.12449,1463266.0,0.0,15.0,35.32645798,general,costume,12,3795,31.620553359683793
Bangladesh,5995.407429,169356240.0,1.0,20.85714286,49.44476318,general,costume,41,19737,20.77316714799615
Barbados,14045.77283,281204.0,3.0,20.0,51.60124207,general,costume,23,4963,46.342937739270596
Belarus,20237.55113,9578172.0,1.0,40.0,53.44250488,general,costume,6,3673,16.335420637081405
Belgium,53070.21482,11611416.0,3.0,42.0,50.4355011,general,costume,218,46594,46.7871399751041
Belize,6165.849669,400037.0,,12.5,50.26394653,general,costume,17,6585,25.816249050873196
Benin,3505.138455,12996901.0,1.0,8.43373494,50.06063461,general,costume,21,3497,60.051472690877894
Bermuda,80273.08171,64213.0,,,,general,costume,62,15476,40.062031532695784
Bhutan,11129.30845,777500.0,3.0,17.0212766,46.85321045,general,costume,9,1659,54.249547920434
"Bolivia, Plurinational State of",,,,,,general,costume,0,43,0.0
"Bonaire, Sint Eustatius and Saba",,,,,,general,costume,1,31,322.5806451612903
Bosnia and Herzegovina,15598.43034,3270948.0,2.0,26.19047619,51.0301857,general,costume,21,9370,22.411953041622198
Botswana,15471.09481,2588424.0,3.0,10.76923077,51.56119537,general,costume,16,4024,39.76143141153081
Bouvet Island,,,,,,general,costume,0,31,0.0
Brazil,14834.1937,214326224.0,2.0,15.20467836,50.86748505,general,costume,158,40559,38.955595552158584
British Indian Ocean Territory,,,,,,general,costume,4,689,58.055152394775035
Brunei Darussalam,65607.35075,,,9.090909091,,general,costume,2,1755,11.396011396011396
Bulgaria,24564.43768,6885864.0,2.0,23.75,51.44063187,general,costume,100,18879,52.968907251443405
Burkina Faso,2273.831365,22100690.0,2.0,6.299212598,50.03313446,general,costume,9,2618,34.37738731856379
Burundi,771.1012372,12551215.0,1.0,38.21138211,50.38287354,general,costume,23,3590,64.06685236768801
Cambodia,4423.474631,16589031.0,1.0,21.6,51.17866898,general,costume,33,9574,34.46835178608732
Cameroon,3867.203808,27198632.0,1.0,33.88888889,49.98439407,general,costume,27,5921,45.60040533693633
Canada,46572.13743,38155012.0,3.0,30.47337278,50.36802292,general,costume,661,212729,31.07239727540674
Cape Verde,,587936.0,2.0,,49.79801559,general,costume,11,2512,43.789808917197455
Cayman Islands,72481.01386,68157.0,,,,general,costume,10,4967,20.132876988121605
Central African Republic,989.2187437,5457165.0,1.0,12.85714286,50.43149185,general,costume,9,5737,15.687641624542444
Chad,1591.669953,17179744.0,0.0,32.25806452,50.07767868,general,costume,87,7817,111.29589356530639
Chile,25089.0313,19493184.0,3.0,35.48387097,50.69279099,general,costume,104,34847,29.84474990673516
China,17189.28179,1425893504.0,0.0,24.94117647,48.70873642,general,costume,1213,200869,60.387615809308556
Christmas Island,,,,,,general,costume,11,7726,14.237639140564328
Cocos (Keeling) Islands,,,,,,general,costume,6,3337,17.980221756068325
Colombia,14868.46982,51516560.0,2.0,18.82352941,50.89789963,general,costume,69,34751,19.85554372536042
Comoros,3147.856597,821632.0,1.0,16.66666667,49.556633,general,costume,5,1295,38.61003861003861
Congo,,5835814.0,1.0,,50.04291153,general,costume,51,23717,21.50356284521651
"Congo, The Democratic Republic of the",,,,,,general,costume,4,5089,7.860090391039497
Cook Islands,,17028.0,,,,general,costume,75,19020,39.43217665615142
Costa Rica,22243.80196,5153959.0,3.0,45.61403509,50.03888702,general,costume,59,19989,29.516233928660764
Côte d'Ivoire,,,,,,general,costume,0,0,
Croatia,28780.31674,4060139.0,2.0,31.12582781,51.78653336,general,costume,31,12353,25.095118594673355
Cuba,,11256373.0,0.0,53.41296928,50.35173798,general,costume,132,24056,54.87196541403392
Curaçao,,,,,,general,costume,0,0,
Cyprus,39593.42578,1244193.0,3.0,14.28571429,50.01379013,general,costume,51,12177,41.88223700418823
Czech Republic,41608.02535,,,25.0,,general,costume,49,11701,41.87676266985727
Denmark,60229.91477,5854246.0,3.0,39.66480447,50.28901672,general,costume,308,38200,80.6282722513089
Djibouti,5532.682123,1105562.0,1.0,26.15384615,47.47045135,general,costume,9,2275,39.56043956043956
Dominica,10818.02494,72435.0,,34.375,,general,costume,26,3547,73.30138144911193
Dominican Republic,17934.19325,11117873.0,2.0,27.89473684,50.05296707,general,costume,40,13670,29.26115581565472
Ecuador,10890.45664,17797736.0,2.0,39.41605839,49.98698044,general,costume,52,22412,23.201856148491878
Egypt,,109262184.0,1.0,,49.47655869,general,costume,85,18595,45.71121269158376
El Salvador,8419.799438,6314165.0,1.0,27.38095238,53.18640137,general,costume,43,14882,28.893965864803118
Equatorial Guinea,18157.51367,1634473.0,1.0,23.0,44.37716675,general,costume,9,1758,51.19453924914676
Eritrea,,3620324.0,0.0,,,general,costume,5,3283,15.229972586049344
Estonia,37645.22136,1328704.0,3.0,25.74257426,52.62438583,general,costume,27,10097,26.74061602456175
Ethiopia,2422.681026,120283024.0,1.0,42.58823529,49.96951675,general,costume,27,7880,34.263959390862944
Falkland Islands (Malvinas),,,,,,general,costume,0,123,0.0
Faroe Islands,,,,,,general,costume,3,1405,21.352313167259787
Fiji,12158.24331,924615.0,1.0,21.56862745,49.35344696,general,costume,198,68932,28.72395984448442
Finland,50937.16075,5535982.0,3.0,46.0,50.6849823,general,costume,114,25862,44.08011754698012
France,46991.18203,64531448.0,3.0,39.51473137,51.60487747,general,costume,1147,201911,56.80720713581727
French Guiana,,297462.0,,,,general,costume,4,337,118.69436201780415
French Polynesia,,304038.0,,,49.35600662,general,costume,17,1397,121.68933428775948
French Southern Territories,,,,,,general,costume,0,12,0.0
Gabon,15105.13431,2341185.0,1.0,16.1971831,49.10186768,general,costume,19,2957,64.25431180250254
Gambia,,2639922.0,1.0,,50.4051857,general,costume,22,4220,52.132701421800945
Georgia,14731.20059,3757984.0,2.0,19.33333333,52.34034729,general,costume,135,39165,34.469551895825354
Germany,54844.54597,83408552.0,3.0,34.91847826,50.56820297,general,costume,514,99391,51.71494400901491
Ghana,5749.655385,32833036.0,2.0,14.54545455,49.31282043,general,costume,31,8254,37.55754785558517
Gibraltar,,32698.0,,,,general,costume,58,7770,74.64607464607464
Greece,27948.64973,10445368.0,3.0,21.66666667,50.91817474,general,costume,152,31946,47.58029174231516
Greenland,,56266.0,,,,general,costume,32,5768,55.47850208044383
Grenada,15273.54036,124624.0,,46.66666667,49.6387291,general,costume,31,4690,66.09808102345416
Guadeloupe,,396057.0,,,,general,costume,15,710,211.26760563380282
Guam,,170546.0,,,49.55653,general,costume,28,7092,39.48110547095319
Guatemala,8852.947743,17608484.0,2.0,19.375,50.72938919,general,costume,69,17897,38.553947588981394
Guernsey,,63092.0,,,,general,costume,70,7663,91.34803601722562
Guinea,2754.418384,13531909.0,0.0,,51.62312698,general,costume,394,78619,50.1151121230237
Guinea-Bissau,1948.643401,2060730.0,2.0,13.7254902,51.08251953,general,costume,8,2135,37.47072599531616
Guyana,19702.97442,804571.0,2.0,35.71428571,49.71146393,general,costume,16,3948,40.52684903748734
Haiti,3094.941621,11447575.0,1.0,,50.65618134,general,costume,113,8867,127.4388180895455
Heard Island and McDonald Islands,,,,,,general,costume,1,786,12.722646310432571
Holy See (Vatican City State),,,,,,general,costume,0,11,0.0
Honduras,5419.792164,10278346.0,1.0,27.34375,50.03456879,general,costume,64,13395,47.77902202314296
